Fecha;Ordenes;Fecha ISO;Codigo Tienda;Tienda;Promocion;Año;Mes;Dia del mes;Dia semana;Semana iso;Fin de semana;Hora
44562;0;2022-01-01T00:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0
44562.04167;0;2022-01-01T01:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.041666667
44562.08333;0;2022-01-01T02:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.083333333
44562.125;0;2022-01-01T03:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.125
44562.16667;0;2022-01-01T04:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.166666667
44562.20833;0;2022-01-01T05:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.208333333
44562.25;0;2022-01-01T06:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.25
44562.29167;0;2022-01-01T07:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.291666667
44562.33333;0;2022-01-01T08:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.333333333
44562.375;0;2022-01-01T09:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.375
44562.41667;0;2022-01-01T10:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.416666667
44562.45833;0;2022-01-01T11:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.458333333
44562.5;0;2022-01-01T12:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.5
44562.54167;0;2022-01-01T13:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.541666667
44562.58333;0;2022-01-01T14:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.583333333
44562.625;0;2022-01-01T15:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.625
44562.66667;0;2022-01-01T16:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.666666667
44562.70833;0;2022-01-01T17:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.708333333
44562.75;0;2022-01-01T18:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.75
44562.79167;0;2022-01-01T19:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.791666667
44562.83333;0;2022-01-01T20:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.833333333
44562.875;0;2022-01-01T21:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.875
44562.91667;0;2022-01-01T22:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.916666667
44562.95833;0;2022-01-01T23:00:00;110;Tottus Colina;No aplica;2022;1;1;6;52;Fin de semana;0.958333333
44563;0;2022-01-02T00:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0
44563.04167;0;2022-01-02T01:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.041666667
44563.08333;0;2022-01-02T02:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.083333333
44563.125;0;2022-01-02T03:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.125
44563.16667;0;2022-01-02T04:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.166666667
44563.20833;0;2022-01-02T05:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.208333333
44563.25;0;2022-01-02T06:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.25
44563.29167;0;2022-01-02T07:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.291666667
44563.33333;0;2022-01-02T08:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.333333333
44563.375;0;2022-01-02T09:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.375
44563.41667;0;2022-01-02T10:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.416666667
44563.45833;0;2022-01-02T11:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.458333333
44563.5;0;2022-01-02T12:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.5
44563.54167;0;2022-01-02T13:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.541666667
44563.58333;0;2022-01-02T14:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.583333333
44563.625;0;2022-01-02T15:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.625
44563.66667;0;2022-01-02T16:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.666666667
44563.70833;0;2022-01-02T17:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.708333333
44563.75;0;2022-01-02T18:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.75
44563.79167;0;2022-01-02T19:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.791666667
44563.83333;0;2022-01-02T20:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.833333333
44563.875;0;2022-01-02T21:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.875
44563.91667;0;2022-01-02T22:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.916666667
44563.95833;0;2022-01-02T23:00:00;110;Tottus Colina;No aplica;2022;1;2;7;52;Fin de semana;0.958333333
44564;0;2022-01-03T00:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0
44564.04167;0;2022-01-03T01:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.041666667
44564.08333;0;2022-01-03T02:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.083333333
44564.125;0;2022-01-03T03:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.125
44564.16667;0;2022-01-03T04:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.166666667
44564.20833;0;2022-01-03T05:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.208333333
44564.25;0;2022-01-03T06:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.25
44564.29167;0;2022-01-03T07:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.291666667
44564.33333;0;2022-01-03T08:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.333333333
44564.375;0;2022-01-03T09:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.375
44564.41667;0;2022-01-03T10:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.416666667
44564.45833;0;2022-01-03T11:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.458333333
44564.5;0;2022-01-03T12:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.5
44564.54167;0;2022-01-03T13:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.541666667
44564.58333;0;2022-01-03T14:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.583333333
44564.625;0;2022-01-03T15:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.625
44564.66667;0;2022-01-03T16:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.666666667
44564.70833;0;2022-01-03T17:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.708333333
44564.75;0;2022-01-03T18:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.75
44564.79167;0;2022-01-03T19:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.791666667
44564.83333;0;2022-01-03T20:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.833333333
44564.875;0;2022-01-03T21:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.875
44564.91667;0;2022-01-03T22:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.916666667
44564.95833;0;2022-01-03T23:00:00;110;Tottus Colina;No aplica;2022;1;3;1;1;Semana;0.958333333
44565;0;2022-01-04T00:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0
44565.04167;0;2022-01-04T01:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.041666667
44565.08333;0;2022-01-04T02:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.083333333
44565.125;0;2022-01-04T03:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.125
44565.16667;0;2022-01-04T04:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.166666667
44565.20833;0;2022-01-04T05:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.208333333
44565.25;0;2022-01-04T06:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.25
44565.29167;0;2022-01-04T07:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.291666667
44565.33333;0;2022-01-04T08:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.333333333
44565.375;0;2022-01-04T09:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.375
44565.41667;0;2022-01-04T10:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.416666667
44565.45833;0;2022-01-04T11:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.458333333
44565.5;0;2022-01-04T12:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.5
44565.54167;0;2022-01-04T13:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.541666667
44565.58333;0;2022-01-04T14:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.583333333
44565.625;0;2022-01-04T15:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.625
44565.66667;0;2022-01-04T16:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.666666667
44565.70833;0;2022-01-04T17:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.708333333
44565.75;0;2022-01-04T18:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.75
44565.79167;0;2022-01-04T19:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.791666667
44565.83333;0;2022-01-04T20:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.833333333
44565.875;0;2022-01-04T21:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.875
44565.91667;0;2022-01-04T22:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.916666667
44565.95833;0;2022-01-04T23:00:00;110;Tottus Colina;No aplica;2022;1;4;2;1;Semana;0.958333333
44566;0;2022-01-05T00:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0
44566.04167;0;2022-01-05T01:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.041666667
44566.08333;0;2022-01-05T02:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.083333333
44566.125;0;2022-01-05T03:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.125
44566.16667;0;2022-01-05T04:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.166666667
44566.20833;0;2022-01-05T05:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.208333333
44566.25;0;2022-01-05T06:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.25
44566.29167;0;2022-01-05T07:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.291666667
44566.33333;0;2022-01-05T08:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.333333333
44566.375;0;2022-01-05T09:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.375
44566.41667;0;2022-01-05T10:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.416666667
44566.45833;0;2022-01-05T11:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.458333333
44566.5;0;2022-01-05T12:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.5
44566.54167;0;2022-01-05T13:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.541666667
44566.58333;0;2022-01-05T14:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.583333333
44566.625;0;2022-01-05T15:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.625
44566.66667;0;2022-01-05T16:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.666666667
44566.70833;0;2022-01-05T17:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.708333333
44566.75;0;2022-01-05T18:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.75
44566.79167;0;2022-01-05T19:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.791666667
44566.83333;0;2022-01-05T20:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.833333333
44566.875;0;2022-01-05T21:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.875
44566.91667;0;2022-01-05T22:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.916666667
44566.95833;0;2022-01-05T23:00:00;110;Tottus Colina;No aplica;2022;1;5;3;1;Semana;0.958333333
44567;0;2022-01-06T00:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0
44567.04167;0;2022-01-06T01:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.041666667
44567.08333;0;2022-01-06T02:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.083333333
44567.125;0;2022-01-06T03:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.125
44567.16667;0;2022-01-06T04:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.166666667
44567.20833;0;2022-01-06T05:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.208333333
44567.25;0;2022-01-06T06:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.25
44567.29167;0;2022-01-06T07:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.291666667
44567.33333;0;2022-01-06T08:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.333333333
44567.375;0;2022-01-06T09:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.375
44567.41667;0;2022-01-06T10:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.416666667
44567.45833;0;2022-01-06T11:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.458333333
44567.5;0;2022-01-06T12:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.5
44567.54167;0;2022-01-06T13:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.541666667
44567.58333;0;2022-01-06T14:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.583333333
44567.625;0;2022-01-06T15:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.625
44567.66667;0;2022-01-06T16:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.666666667
44567.70833;0;2022-01-06T17:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.708333333
44567.75;0;2022-01-06T18:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.75
44567.79167;0;2022-01-06T19:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.791666667
44567.83333;0;2022-01-06T20:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.833333333
44567.875;0;2022-01-06T21:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.875
44567.91667;0;2022-01-06T22:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.916666667
44567.95833;0;2022-01-06T23:00:00;110;Tottus Colina;No aplica;2022;1;6;4;1;Semana;0.958333333
44568;0;2022-01-07T00:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0
44568.04167;0;2022-01-07T01:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.041666667
44568.08333;0;2022-01-07T02:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.083333333
44568.125;0;2022-01-07T03:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.125
44568.16667;0;2022-01-07T04:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.166666667
44568.20833;0;2022-01-07T05:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.208333333
44568.25;0;2022-01-07T06:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.25
44568.29167;0;2022-01-07T07:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.291666667
44568.33333;0;2022-01-07T08:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.333333333
44568.375;0;2022-01-07T09:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.375
44568.41667;0;2022-01-07T10:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.416666667
44568.45833;0;2022-01-07T11:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.458333333
44568.5;0;2022-01-07T12:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.5
44568.54167;0;2022-01-07T13:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.541666667
44568.58333;0;2022-01-07T14:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.583333333
44568.625;0;2022-01-07T15:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.625
44568.66667;0;2022-01-07T16:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.666666667
44568.70833;0;2022-01-07T17:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.708333333
44568.75;0;2022-01-07T18:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.75
44568.79167;0;2022-01-07T19:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.791666667
44568.83333;0;2022-01-07T20:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.833333333
44568.875;0;2022-01-07T21:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.875
44568.91667;0;2022-01-07T22:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.916666667
44568.95833;0;2022-01-07T23:00:00;110;Tottus Colina;No aplica;2022;1;7;5;1;Semana;0.958333333
44569;0;2022-01-08T00:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0
44569.04167;0;2022-01-08T01:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.041666667
44569.08333;0;2022-01-08T02:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.083333333
44569.125;0;2022-01-08T03:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.125
44569.16667;0;2022-01-08T04:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.166666667
44569.20833;0;2022-01-08T05:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.208333333
44569.25;0;2022-01-08T06:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.25
44569.29167;0;2022-01-08T07:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.291666667
44569.33333;0;2022-01-08T08:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.333333333
44569.375;0;2022-01-08T09:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.375
44569.41667;0;2022-01-08T10:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.416666667
44569.45833;0;2022-01-08T11:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.458333333
44569.5;0;2022-01-08T12:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.5
44569.54167;0;2022-01-08T13:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.541666667
44569.58333;0;2022-01-08T14:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.583333333
44569.625;0;2022-01-08T15:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.625
44569.66667;0;2022-01-08T16:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.666666667
44569.70833;0;2022-01-08T17:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.708333333
44569.75;0;2022-01-08T18:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.75
44569.79167;0;2022-01-08T19:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.791666667
44569.83333;0;2022-01-08T20:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.833333333
44569.875;0;2022-01-08T21:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.875
44569.91667;0;2022-01-08T22:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.916666667
44569.95833;0;2022-01-08T23:00:00;110;Tottus Colina;No aplica;2022;1;8;6;1;Fin de semana;0.958333333
44570;0;2022-01-09T00:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0
44570.04167;0;2022-01-09T01:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.041666667
44570.08333;0;2022-01-09T02:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.083333333
44570.125;0;2022-01-09T03:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.125
44570.16667;0;2022-01-09T04:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.166666667
44570.20833;0;2022-01-09T05:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.208333333
44570.25;0;2022-01-09T06:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.25
44570.29167;0;2022-01-09T07:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.291666667
44570.33333;0;2022-01-09T08:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.333333333
44570.375;0;2022-01-09T09:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.375
44570.41667;0;2022-01-09T10:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.416666667
44570.45833;0;2022-01-09T11:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.458333333
44570.5;0;2022-01-09T12:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.5
44570.54167;0;2022-01-09T13:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.541666667
44570.58333;0;2022-01-09T14:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.583333333
44570.625;0;2022-01-09T15:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.625
44570.66667;0;2022-01-09T16:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.666666667
44570.70833;0;2022-01-09T17:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.708333333
44570.75;0;2022-01-09T18:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.75
44570.79167;0;2022-01-09T19:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.791666667
44570.83333;0;2022-01-09T20:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.833333333
44570.875;0;2022-01-09T21:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.875
44570.91667;0;2022-01-09T22:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.916666667
44570.95833;0;2022-01-09T23:00:00;110;Tottus Colina;No aplica;2022;1;9;7;1;Fin de semana;0.958333333
44571;0;2022-01-10T00:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0
44571.04167;0;2022-01-10T01:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.041666667
44571.08333;0;2022-01-10T02:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.083333333
44571.125;0;2022-01-10T03:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.125
44571.16667;0;2022-01-10T04:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.166666667
44571.20833;0;2022-01-10T05:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.208333333
44571.25;0;2022-01-10T06:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.25
44571.29167;0;2022-01-10T07:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.291666667
44571.33333;0;2022-01-10T08:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.333333333
44571.375;0;2022-01-10T09:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.375
44571.41667;0;2022-01-10T10:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.416666667
44571.45833;0;2022-01-10T11:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.458333333
44571.5;0;2022-01-10T12:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.5
44571.54167;0;2022-01-10T13:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.541666667
44571.58333;0;2022-01-10T14:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.583333333
44571.625;0;2022-01-10T15:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.625
44571.66667;0;2022-01-10T16:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.666666667
44571.70833;0;2022-01-10T17:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.708333333
44571.75;0;2022-01-10T18:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.75
44571.79167;0;2022-01-10T19:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.791666667
44571.83333;0;2022-01-10T20:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.833333333
44571.875;0;2022-01-10T21:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.875
44571.91667;0;2022-01-10T22:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.916666667
44571.95833;0;2022-01-10T23:00:00;110;Tottus Colina;No aplica;2022;1;10;1;2;Semana;0.958333333
44572;0;2022-01-11T00:00:00;110;Tottus Colina;No aplica;2022;1;11;2;2;Semana;0
44572.04167;0;2022-01-11T01:00:00;110;Tottus Colina;No aplica;2022;1;11;2;2;Semana;0.041666667
44572.08333;0;2022-01-11T02:00:00;110;Tottus Colina;No aplica;2022;1;11;2;2;Semana;0.083333333
44572.125;0;2022-01-11T03:00:00;110;Tottus Colina;No aplica;2022;1;11;2;2;Semana;0.125
